requirement_id,lane,capability_area,canonical_source,canonical_locator,canonical_requirement,final_production_owner_path,final_production_owner_symbol,final_actual_caller_path,final_actual_caller_symbol,final_runtime_binding,final_persistence_or_effect,final_api_or_frontend_destination,final_test_path,final_test_target_or_assertion,pre_remediation_disposition,pre_remediation_finding_ids,remediation_commit,final_disposition,non_blocking_debt,notes
A-FUNC-011,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-011@147-153,FN-011 요청 범위 제한.,frontend/src/features/run/request_composer.tsx,RequestComposer,frontend/src/features/conversation/ConversationView.tsx,ConversationView,frontend/src/features/conversation/ConversationView.tsx::ConversationView directly consumes frontend/src/features/run/request_composer.tsx::RequestComposer on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/run/request_composer.tsx,frontend/tests/features/run/request_composer.test.tsx,"frontend/tests/features/run/request_composer.test.tsx::test_title:""submitNewRun creates a conversation and sends only normalized opaque selection handles"" [SYSTEM] — asserts `submitNewRun creates a conversation and sends only normalized opaque selection handles` against current owner `RequestComposer`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-012,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-012@154-164,FN-012 실행 취소.,frontend/src/features/run/api/run_commands.ts,cancelRun,frontend/src/features/run/use_run_projection.ts,useRunProjection,frontend/src/features/run/use_run_projection.ts::useRunProjection directly consumes frontend/src/features/run/api/run_commands.ts::cancelRun on the production path,approved Claim/ExecutionAttempt authority gates the bounded connector effect; delivery certainty is durably settled before verification/recovery,installed browser UI through frontend/src/features/run/api/run_commands.ts,frontend/tests/app/app_integration.test.tsx,"frontend/tests/app/app_integration.test.tsx::test_title:""submits cancel, resume, and retry actions while showing unknown-result recovery"" [SYSTEM] — asserts `submits cancel, resume, and retry actions while showing unknown-result recovery` against current owner `cancelRun`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-013,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-013@165-174,FN-013 Run 재개.,frontend/src/features/run/api/run_commands.ts,startRun,frontend/src/features/run/request_composer.tsx,useRequestComposerController,frontend/src/features/run/request_composer.tsx::useRequestComposerController directly consumes frontend/src/features/run/api/run_commands.ts::startRun on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/run/api/run_commands.ts,frontend/tests/app/app_integration.test.tsx,"frontend/tests/app/app_integration.test.tsx::test_title:""clears the previous conversation projection when starting a new conversation"" [SYSTEM] — asserts `clears the previous conversation projection when starting a new conversation` against current owner `startRun`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;4aed0a85;32295d97;09bf4501;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-014,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-014@175-187,FN-014 사이드바 목록 조회.,frontend/src/features/resource_browser/resource_sidebar.tsx,ResourceSidebar,frontend/src/features/resource_browser/resource_viewer.tsx,ResourceViewer,frontend/src/features/resource_browser/resource_viewer.tsx::ResourceViewer directly consumes frontend/src/features/resource_browser/resource_sidebar.tsx::ResourceSidebar on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/resource_browser/resource_sidebar.tsx,frontend/tests/features/resource_browser/resource_sidebar.test.tsx,"frontend/tests/features/resource_browser/resource_sidebar.test.tsx::test_title:""resource sidebar presents exact server-projected provider titles"" [SYSTEM] — asserts `resource sidebar presents exact server-projected provider titles` against current owner `ResourceSidebar`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-015,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-015@188-198,FN-015 Frontend 페이지 메모리 캐시.,frontend/src/features/resource_browser/session_page_cache.ts,ResourceBrowserSessionCache,frontend/src/features/resource_browser/calendar_controller.ts,CalendarMonthCacheEntry,frontend/src/features/resource_browser/calendar_controller.ts::CalendarMonthCacheEntry directly consumes frontend/src/features/resource_browser/session_page_cache.ts::ResourceBrowserSessionCache on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/resource_browser/session_page_cache.ts,frontend/tests/features/resource_browser/session_page_cache.test.ts,"frontend/tests/features/resource_browser/session_page_cache.test.ts::test_title:""bounds entries and clears them when the session scope changes"" [SYSTEM] — asserts `bounds entries and clears them when the session scope changes` against current owner `ResourceBrowserSessionCache`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-016,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-016@199-209,FN-016 사용자 선택형 요청.,frontend/src/features/resource_browser/selected_resource_context.ts,SelectedResourceContext,frontend/src/features/resource_browser/resource_sidebar.tsx,ResourceBrowserProjection,frontend/src/features/resource_browser/resource_sidebar.tsx::ResourceBrowserProjection directly consumes frontend/src/features/resource_browser/selected_resource_context.ts::SelectedResourceContext on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/resource_browser/selected_resource_context.ts,frontend/tests/features/resource_browser/selected_resource_context.test.ts,"frontend/tests/features/resource_browser/selected_resource_context.test.ts::test_title:""buildSelectedResourceContext keeps only ordered opaque handles and presentation labels"" [SYSTEM] — asserts `buildSelectedResourceContext keeps only ordered opaque handles and presentation labels` against current owner `SelectedResourceContext`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-017,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-017@210-221,FN-017 Agent 검색형 요청.,src/google_work_agent/application/agents/retrieval/plan_query.py,plan_query,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py::RetrievalSubgraph directly consumes src/google_work_agent/application/agents/retrieval/plan_query.py::plan_query on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/agents/retrieval/test_plan_query.py,tests/unit/application/agents/retrieval/test_plan_query.py::test_plan_query_is__the_only_product_prompt__owner_in_retrieval_core [UNIT] — asserts `'StructuredInferencePort' in plan_source` against current owner `plan_query`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-018,A,Recovery and corrective planning,docs/canonical/01-a-functional-definition.md,FN-018@222-231,FN-018 Run 진행 Event 구독·복구.,frontend/src/features/run/api/subscribe_run_events.ts,subscribeRunEvents,frontend/src/features/run/use_run_projection.ts,useRunProjection,frontend/src/features/run/use_run_projection.ts::useRunProjection directly consumes frontend/src/features/run/api/subscribe_run_events.ts::subscribeRunEvents on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/run/api/subscribe_run_events.ts,frontend/tests/features/run/api/subscribe_run_events.test.ts,"frontend/tests/features/run/api/subscribe_run_events.test.ts::test_title:""observes unique events and closes before requesting a durable snapshot"" [SYSTEM] — asserts `observes unique events and closes before requesting a durable snapshot` against current owner `subscribeRunEvents`",UNCHECKED,N/A — no substantive finding,4684aa06;4e42dbdc;ba6ce026;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-019,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-020@275-285,FN-020 Retrieval Source 범위 확정.,src/google_work_agent/application/agents/retrieval/plan_query.py,plan_query,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py,RetrievalSubgraph,src/google_work_agent/adapters/langgraph/subgraphs/retrieval/graph.py::RetrievalSubgraph directly consumes src/google_work_agent/application/agents/retrieval/plan_query.py::plan_query on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/agents/retrieval/test_plan_query.py,tests/unit/application/agents/retrieval/test_plan_query.py::test_plan_query_is__the_only_product_prompt__owner_in_retrieval_core [UNIT] — asserts `'StructuredInferencePort' in plan_source` against current owner `plan_query`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-020,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-021@286-294,FN-021 Gmail 검색·조회.,src/google_work_agent/application/use_cases/resource/list_resources.py,ListResourcesHandler,src/google_work_agent/api/routes/resources.py,list_gmail_resources,src/google_work_agent/api/routes/resources.py::list_gmail_resources directly consumes src/google_work_agent/application/use_cases/resource/list_resources.py::ListResourcesHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/use_cases/resource/test_list_resources.py,tests/unit/application/use_cases/resource/test_list_resources.py::test_list_resources_projects__bounded_gmail_page__with_default_query [UNIT] — asserts `access.gmail_query == GMAIL_PRIMARY_QUERY` against current owner `ListResourcesHandler`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-021,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-021A@295-305,FN-021A Gmail 첨부파일 조회·다운로드.,frontend/src/features/attachment/attachment_list.tsx,AttachmentList,frontend/src/features/resource_browser/resource_detail.tsx,ResourceDetail,frontend/src/features/resource_browser/resource_detail.tsx::ResourceDetail directly consumes frontend/src/features/attachment/attachment_list.tsx::AttachmentList on the production path,N/A — frontend is a read/control projection; durable truth remains behind the versioned Product API,installed browser UI through frontend/src/features/attachment/attachment_list.tsx,frontend/tests/features/attachment/attachment_list.test.tsx,"frontend/tests/features/attachment/attachment_list.test.tsx::test_title:""AttachmentList delegates opaque identifiers without trusting the displayed filename"" [SYSTEM] — asserts `AttachmentList delegates opaque identifiers without trusting the displayed filename` against current owner `AttachmentList`",UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=SYSTEM; previous artifact disposition/template was not reused.
A-FUNC-022,A,Retrieval,docs/canonical/01-a-functional-definition.md,FN-022@306-314,FN-022 Tasks 검색·조회.,src/google_work_agent/application/use_cases/resource/list_resources.py,ListResourcesHandler,src/google_work_agent/api/routes/resources.py,list_task_resources,src/google_work_agent/api/routes/resources.py::list_task_resources directly consumes src/google_work_agent/application/use_cases/resource/list_resources.py::ListResourcesHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,N/A — internal semantic/safety contract has no independent API or frontend destination,tests/unit/application/use_cases/resource/test_list_resources.py,tests/unit/application/use_cases/resource/test_list_resources.py::test_list_resources_projects__bounded_gmail_page__with_default_query [UNIT] — asserts `access.gmail_query == GMAIL_PRIMARY_QUERY` against current owner `ListResourcesHandler`,UNCHECKED,N/A — no substantive finding,f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
A-FUNC-023,A,Frontend product projection,docs/canonical/01-a-functional-definition.md,FN-023@315-324,FN-023 Calendar 조회·FreeBusy.,src/google_work_agent/application/use_cases/resource/list_resources.py,ListResourcesHandler,src/google_work_agent/api/routes/resources.py,list_calendar_resources,src/google_work_agent/api/routes/resources.py::list_calendar_resources directly consumes src/google_work_agent/application/use_cases/resource/list_resources.py::ListResourcesHandler on the production path,N/A — deterministic in-process contract/policy/orchestration requirement; no independent durable or external effect is specified,versioned API projection consumed by the feature-owned frontend controller/component,tests/unit/application/use_cases/resource/test_list_resources.py,tests/unit/application/use_cases/resource/test_list_resources.py::test_list_resources_projects__bounded_gmail_page__with_default_query [UNIT] — asserts `access.gmail_query == GMAIL_PRIMARY_QUERY` against current owner `ListResourcesHandler`,UNCHECKED,N/A — no substantive finding,27872661;8367cb71;f4d13af0;efb10b374425c4ff1d0af3b7826dad5800e9192c,PASS,N/A — current exact owner/caller/runtime/proof chain is closed,Rebuilt from current semantic capability owner census against PRODUCT_SOURCE_SHA efb10b374425c4ff1d0af3b7826dad5800e9192c; proof_level=UNIT; previous artifact disposition/template was not reused.
